iteration_id,layer_id,head_id,embedding_length_D,sentence_length_L,key_fetch_num,quant_key_bit,quant_query_bit,auto_requant_thres,if_requant,auto_requant_incre,value_fetch_num,quant_value_bit,if_accumulate_importance,if_rescale_previous_importance,if_topk,topk
0,0,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,1,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,2,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,3,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,4,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,5,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,6,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,7,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,8,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,9,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,10,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,0,11,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,1,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,2,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,3,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,4,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,5,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,6,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,7,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,8,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,9,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,10,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,1,11,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,1,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,2,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,3,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,4,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,5,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,6,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,7,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,8,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,9,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,10,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,2,11,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,3,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,3,1,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,2,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,3,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,4,1,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,2,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,4,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,5,1,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,2,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,5,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,6,1,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,2,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,6,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,7,1,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,2,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,7,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,8,1,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,8,2,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,8,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,8,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,9,1,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,2,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,9,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,10,1,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,2,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,3,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,4,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,10,11,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,11,0,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,11,1,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,11,2,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,11,3,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,11,4,64.0,993,993,6,16,0.05,True,4,204,6,True,False,False,-1
0,11,5,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,11,6,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,11,7,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,11,8,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,11,9,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,11,10,64.0,993,993,6,16,0.05,False,4,204,6,True,False,False,-1
0,11,11,64.0,993,993,6,16,0.05,False,4,204,6,True,True,True,921
1,0,0,64.0,994,921,6,16,0.05,True,4,184,6,True,False,False,-1
1,0,1,64.0,994,921,6,16,0.05,True,4,184,6,True,False,False,-1
1,0,2,64.0,994,921,6,16,0.05,True,4,184,6,True,False,False,-1
1,0,3,64.0,994,921,6,16,0.05,True,4,184,6,True,False,False,-1
