iteration_id,layer_id,head_id,embedding_length_D,sentence_length_L,key_fetch_num,quant_key_bit,quant_query_bit,auto_requant_thres,if_requant,auto_requant_incre,value_fetch_num,quant_value_bit,if_accumulate_importance,if_rescale_previous_importance,if_topk,topk
0,0,0,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,1,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,2,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,3,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,4,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,5,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,6,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,7,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,8,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,9,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,10,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,11,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,12,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,13,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,14,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,0,15,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,0,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,1,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,2,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,3,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,4,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,5,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,6,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,7,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,8,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,9,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,10,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,11,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,12,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,13,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,14,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,1,15,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,0,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,1,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,2,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,3,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,4,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,5,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,6,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,7,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,8,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,9,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,10,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,11,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,12,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
0,2,13,64.0,993,993,12,16,-1,False,-1,307,8,True,False,False,-1
